#"Dstat 0.7.3 CSV output"
#"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
#"Host:","node0.dpsgd-cluster-4.uwmadison744-f20-pg0.wisc.cloudlab.us",,,,"User:","hemantc"
#"Cmdline:","dstat --cpu --net --mem --output a.csv 1",,,,"Date:","08 Dec 2020 12:08:00 CST"
#"total cpu usage",,,,,"net/total",,"memory usage",,,
#"usr","sys","idl","wai","stl","recv","send","used","free","buff","cach"
84.200,15.800,0,0,0,14227944,15294206,2475847680,2784735232,286359552,10644619264
85.800,14.200,0,0,0,14228048,13111602,2475921408,2784661504,286359552,10644697088
85.200,14.800,0,0,0,14229056,15293810,2477277184,2783305728,286359552,10644774912
86,14,0,0,0,13136944,13110352,2477101056,2783481856,286359552,10644697088
83.166,16.834,0,0,0,15320586,14204220,2477223936,2783358976,286359552,10644541440
85.429,14.571,0,0,0,13137418,14201324,2476797952,2783776768,286367744,10644697088
85.800,14.200,0,0,0,14227124,13111272,2476449792,2784124928,286367744,10644697088
86,14,0,0,0,14227170,15294206,2476494848,2784079872,286367744,10644774912
86,14,0,0,0,14224174,13111296,2476236800,2784337920,286367744,10644697088
86.800,13.200,0,0,0,14227218,15294260,2476838912,2783731712,286367744,10644619264
86.200,13.800,0,0,0,14227558,13110612,2477588480,2782973952,286375936,10644697088
87.600,12.400,0,0,0,14228048,15293084,2477486080,2783076352,286375936,10644697088
86.600,13.400,0,0,0,14228808,13763440,2478358528,2782203904,286375936,10644697088
85.600,14.400,0,0,0,14228660,14641378,2477363200,2783199232,286375936,10644697088
85.200,14.800,0,0,0,14227314,14789582,2478174208,2782388224,286375936,10644619264
87.575,12.425,0,0,0,14227410,13615962,2477174784,2783379456,286384128,10644697088
86.427,13.573,0,0,0,15319467,15294598,2477252608,2783301632,286384128,10644619264
87.200,12.800,0,0,0,14227372,13110942,2477584384,2782969856,286384128,10644697088
87.976,12.024,0,0,0,14230406,15293810,2477293568,2783260672,286384128,10644697088
87.625,12.375,0,0,0,15319934,15294664,2477293568,2783260672,286384128,10644619264
87,13,0,0,0,14226326,13111470,2477424640,2783121408,286392320,10644697088
87.375,12.625,0,0,0,14231386,15293150,2477154304,2783391744,286392320,10644697088
87.400,12.600,0,0,0,14227722,14202904,2477498368,2783047680,286392320,10644697088
86.228,13.772,0,0,0,15319944,14203956,2477588480,2782957568,286392320,10644697088
86.600,13.400,0,0,0,14231486,15293810,2477260800,2783285248,286392320,10644697088
86.200,13.800,0,0,0,15323180,14204104,2476900352,2783633408,286400512,10644549632
86,14,0,0,0,13141090,14201388,2477051904,2783481856,286400512,10644701184
86,14,0,0,0,15322936,15295060,2477211648,2783322112,286400512,10644901888
87.976,12.024,0,0,0,15323920,15294928,2476634112,2783899648,286400512,10644705280
87.026,12.974,0,0,0,14226874,13110876,2476994560,2783539200,286400512,10644701184
87.800,12.200,0,0,0,14230042,15292622,2477092864,2783432704,286408704,10644701184
87.575,12.425,0,0,0,15321280,15294532,2477264896,2783260672,286408704,10644549632
87.026,12.974,0,0,0,14294162,15293872,2477350912,2783174656,286408704,10644623360
89,11,0,0,0,15253025,13112384,2477613056,2782912512,286408704,10644701184
88.978,11.022,0,0,0,14230160,15293348,2477613056,2782912512,286408704,10644701184
85.828,14.172,0,0,0,15319582,15294994,2477461504,2783055872,286416896,10644701184
86.400,13.600,0,0,0,14226558,14202178,2477486080,2783031296,286416896,10644627456
87.200,12.800,0,0,0,15317948,14203056,2477613056,2782904320,286416896,10644701184
88,12,0,0,0,14227706,15294308,2477322240,2783195136,286416896,10644701184
85.571,14.429,0,0,0,15319524,15295984,2477207552,2783309824,286416896,10644549632
80.639,19.361,0,0,0,14228548,14203604,2477355008,2783154176,286425088,10644623360
84.970,15.030,0,0,0,15319854,15296010,2477621248,2782887936,286425088,10644701184
82,18,0,0,0,14228310,14203234,2477305856,2783203328,286425088,10644701184
81.600,18.400,0,0,0,15319280,15296050,2477686784,2782822400,286425088,10644623360
84.200,15.800,0,0,0,14224954,14203564,2477408256,2783100928,286425088,10644701184
70.717,29.084,0.199,0,0,13146918,13126080,2269945856,2990555136,286433280,10642468864
47.200,52.800,0,0,0,33298,388,2269810688,2990690304,286433280,10642468864
47.800,52.200,0,0,0,32010,388,2269970432,2990530560,286433280,10642468864
46.293,53.707,0,0,0,29032,298,2270068736,2990432256,286433280,10642468864
49.200,50.800,0,0,0,30454,388,2270101504,2990399488,286433280,10642468864
48.200,51.800,0,0,0,30740,472,2270089216,2990399488,286445568,10642468864
47.600,52.400,0,0,0,34004,388,2270121984,2990366720,286445568,10642468864
49,51,0,0,0,34440,388,2270121984,2990366720,286445568,10642468864
48,52,0,0,0,33810,388,2270187520,2990301184,286445568,10642468864
46,54,0,0,0,32938,388,2270220288,2990268416,286445568,10642468864
48,52,0,0,0,32946,388,2270212096,2990268416,286453760,10642468864
47,53,0,0,0,32066,388,2270085120,2990395392,286453760,10642468864
48.503,51.497,0,0,0,31616,388,2270277632,2990202880,286453760,10642468864
49.499,50.501,0,0,0,32540,388,2270310400,2990170112,286453760,10642468864
48.200,51.800,0,0,0,32396,388,2270408704,2990071808,286453760,10642468864
47.705,52.295,0,0,0,32302,430,2270367744,2990104576,286461952,10642468864
48.800,51.200,0,0,0,34160,388,2270400512,2990071808,286461952,10642468864
48.697,51.303,0,0,0,32050,388,2270367744,2990104576,286461952,10642468864
47.600,52.400,0,0,0,33382,388,2270433280,2990039040,286461952,10642468864
49.900,50.100,0,0,0,31218,388,2270498816,2989973504,286461952,10642468864
35.200,64.800,0,0,0,40930,16202,2273210368,2987253760,286470144,10642694144
32.998,66.600,0.402,0,0,4401898,3283542,2465783808,2794676224,286470144,10644623360
85.200,14.800,0,0,0,14225747,15295262,2470965248,2789490688,286470144,10644701184
85.371,14.629,0,0,0,15317494,15295390,2474172416,2786283520,286470144,10644701184
84.232,15.768,0,0,0,14225954,14203102,2474950656,2785505280,286470144,10644701184
83.166,16.834,0,0,0,15318796,15295804,2475646976,2784800768,286478336,10644701184
83.633,16.367,0,0,0,15315466,15295786,2476666880,2783780864,286478336,10644701184
83.600,16.400,0,0,0,15317432,15295588,2476814336,2783633408,286478336,10644705280
83.768,16.232,0,0,0,15318658,15295366,2477318144,2783129600,286478336,10644779008
83.600,16.400,0,0,0,15318292,15294904,2477547520,2782900224,286478336,10644549632
83.200,16.800,0,0,0,14230000,15293678,2477748224,2782691328,286486528,10644774912
83,17,0,0,0,15316889,14204352,2477580288,2782859264,286486528,10644623360
82.800,17.200,0,0,0,15319082,15296248,2477703168,2782736384,286486528,10644701184
82.200,17.800,0,0,0,14227840,14203564,2478166016,2782269440,286486528,10644705280
85.429,14.571,0,0,0,15317844,15295984,2477514752,2782920704,286486528,10644635648
82.200,17.800,0,0,0,15319296,15296182,2477453312,2782973952,286494720,10644865024
84.569,15.431,0,0,0,14229062,14203102,2478182400,2782244864,286494720,10644705280
85,15,0,0,0,15320060,15296380,2478419968,2782007296,286494720,10644705280
83.400,16.600,0,0,0,15318096,15296512,2478690304,2781736960,286494720,10644705280
84.800,15.200,0,0,0,15317440,15295786,2479005696,2781421568,286494720,10644705280
83.600,16.400,0,0,0,14224276,14203762,2478596096,2781822976,286502912,10644705280
84,16,0,0,0,15317222,15296248,2479091712,2781327360,286502912,10644705280
83.800,16.200,0,0,0,15319368,15296116,2478706688,2781712384,286502912,10644705280
85.429,14.571,0,0,0,15318806,15296182,2478481408,2781937664,286502912,10644705280
82.800,17.200,0,0,0,15319684,15296314,2478956544,2781462528,286502912,10644709376
82.966,17.034,0,0,0,15319644,15295522,2479132672,2781278208,286511104,10644635648
83.800,16.200,0,0,0,15318904,15296050,2479079424,2781331456,286511104,10644705280
83.800,16.200,0,0,0,15318340,15295984,2479013888,2781396992,286511104,10644627456
84.200,15.800,0,0,0,14225998,14204158,2479140864,2781270016,286511104,10644709376
83.200,16.800,0,0,0,15318200,15296314,2479046656,2781364224,286511104,10644705280
85.200,14.800,0,0,0,15315810,14204326,2479583232,2780819456,286519296,10644709376
84.200,15.800,0,0,0,15318088,15295456,2480029696,2780372992,286519296,10644705280
84.232,15.768,0,0,0,15320002,15295654,2480082944,2780319744,286519296,10644705280
83.400,16.600,0,0,0,15319612,16387088,2479718400,2780684288,286519296,10644705280
83,17,0,0,0,15317880,15295984,2480345088,2780057600,286519296,10644631552
84.800,15.200,0,0,0,15320240,15295588,2480775168,2779619328,286527488,10644705280
83.800,16.200,0,0,0,15315976,15296578,2480504832,2779885568,286527488,10644705280
81.363,18.637,0,0,0,14226270,14203854,2480914432,2779475968,286527488,10644705280
78.200,21.800,0,0,0,15316406,15296710,2480852992,2779537408,286527488,10644705280
80.639,19.361,0,0,0,15314692,15296776,2481123328,2779267072,286527488,10644705280
80.600,19.400,0,0,0,13133778,13110946,2480902144,2779480064,286535680,10644705280
78.357,21.643,0,0,0,15316892,15296380,2480939008,2779443200,286535680,10644705280
79.600,20.400,0,0,0,15316870,15296776,2480599040,2779783168,286535680,10644705280
79.800,20.200,0,0,0,13134824,13110748,2480607232,2779774976,286535680,10644705280
80.200,19.800,0,0,0,15314794,15296974,2480750592,2779631616,286535680,10644705280
79,21,0,0,0,14222510,13112856,2481033216,2779340800,286543872,10644705280
79.400,20.600,0,0,0,14223938,15295790,2480517120,2779856896,286543872,10644627456
80.561,19.439,0,0,0,14222628,15295328,2480648192,2779725824,286543872,10644783104
80.478,19.522,0,0,0,15312420,13113776,2481336320,2779037696,286543872,10644705280
78.357,21.643,0,0,0,13132222,15294210,2481176576,2779197440,286543872,10644705280
79.800,20.200,0,0,0,15313034,13113314,2480955392,2779410432,286552064,10644705280
78.800,21.200,0,0,0,14223422,15295262,2481463296,2778902528,286552064,10644549632
79.800,20.200,0,0,0,14224176,15294932,2481270784,2779095040,286552064,10644779008
76.200,23.800,0,0,0,15311818,13113446,2480947200,2779418624,286552064,10644705280
79.600,20.400,0,0,0,13133000,15294012,2481139712,2779226112,286552064,10644705280
78.044,21.956,0,0,0,15310960,13114304,2480521216,2779836416,286560256,10644553728
82.400,17.600,0,0,0,13134280,15294012,2480660480,2779697152,286560256,10644779008
78.156,21.844,0,0,0,14223534,13111998,2480631808,2779725824,286560256,10644705280
79,21,0,0,0,14227428,13112196,2481405952,2778951680,286560256,10644705280
77.400,22.600,0,0,0,13135814,15293310,2481274880,2779082752,286560256,10644627456
79.242,20.758,0,0,0,15317954,13113830,2480865280,2779484160,286568448,10644705280
79.359,20.641,0,0,0,13134308,15294012,2480619520,2779729920,286568448,10644705280
78.443,21.557,0,0,0,15312958,13113380,2481164288,2779185152,286568448,10644705280
78.758,21.242,0,0,0,14220824,15294932,2481278976,2779070464,286568448,10644393984
81,19,0,0,0,14222438,14203648,2481311744,2779033600,286568448,10644783104
79.200,20.800,0,0,0,14223964,14204092,2479120384,2781216768,286576640,10644709376
66.333,33.467,0.200,0,0,12053412,12031896,2272415744,2987921408,286576640,10642477056
49.102,50.898,0,0,0,29954,388,2272546816,2987790336,286576640,10642477056
47.094,52.906,0,0,0,29626,388,2272645120,2987692032,286576640,10642477056
49.900,50.100,0,0,0,30456,388,2272645120,2987692032,286576640,10642477056
46.493,53.507,0,0,0,29602,388,2272600064,2987724800,286588928,10642477056
48.400,51.600,0,0,0,30065,472,2272698368,2987626496,286588928,10642477056
48.303,51.697,0,0,0,29236,388,2272665600,2987659264,286588928,10642477056
46.894,53.106,0,0,0,28864,388,2272665600,2987659264,286588928,10642477056
45.309,54.691,0,0,0,29108,298,2272698368,2987626496,286588928,10642477056
49.400,50.600,0,0,0,29490,388,2272690176,2987626496,286597120,10642477056
50.100,49.900,0,0,0,27614,388,2272755712,2987560960,286597120,10642477056
48.400,51.600,0,0,0,27016,388,2272788480,2987528192,286597120,10642477056
48,52,0,0,0,28282,388,2272788480,2987528192,286597120,10642477056
48,52,0,0,0,29060,388,2272755712,2987560960,286597120,10642477056
50.898,49.102,0,0,0,29198,388,2272878592,2987429888,286605312,10642477056
50.100,49.900,0,0,0,31546,388,2272849920,2987458560,286605312,10642477056
51.800,48.200,0,0,0,32002,388,2272915456,2987393024,286605312,10642477056
49.600,50.400,0,0,0,31860,388,2272948224,2987360256,286605312,10642477056
46.707,53.293,0,0,0,32776,388,2272915456,2987393024,286605312,10642477056
50.200,49.800,0,0,0,32290,388,2273005568,2987294720,286613504,10642477056
46.600,53.400,0,0,0,31550,388,2273005568,2987294720,286613504,10642477056
48.600,51.400,0,0,0,33078,388,2273005568,2987294720,286613504,10642477056
47.600,52.400,0,0,0,32680,478,2272940032,2987360256,286613504,10642477056
46.800,53.200,0,0,0,32474,748,2273038336,2987261952,286613504,10642477056
27.711,72.289,0,0,0,34322,1818,2293764096,2966523904,286621696,10642726912
45.783,53.815,0.402,0,0,6586694,6559225,2471030784,2789257216,286621696,10644783104
82.834,17.166,0,0,0,14229086,15295762,2474487808,2785800192,286621696,10644709376
82.966,17.034,0,0,0,15319452,14203428,2476392448,2783895552,286621696,10644787200
83.400,16.600,0,0,0,15317680,14200498,2477690880,2782597120,286621696,10644709376
82.435,17.565,0,0,0,14224632,15290932,2479251456,2781028352,286629888,10644709376
83.200,16.800,0,0,0,14222672,14199868,2479378432,2780901376,286629888,10644709376
83.166,16.834,0,0,0,14224322,14200636,2479087616,2781192192,286629888,10644709376
82,18,0,0,0,15316232,15295192,2480349184,2779930624,286629888,10644631552
82.036,17.964,0,0,0,14225386,14202838,2480517120,2779762688,286629888,10644787200
83.968,16.032,0,0,0,14225262,14203406,2480152576,2780119040,286638080,10644709376
81.836,18.164,0,0,0,15318468,15295218,2480177152,2780094464,286638080,10644631552
83.400,16.600,0,0,0,14224566,14202706,2480611328,2779660288,286638080,10644783104
83.968,16.032,0,0,0,14226658,14203406,2481180672,2779090944,286638080,10644709376
83.034,16.966,0,0,0,15320584,15294930,2481127424,2779144192,286638080,10644709376
83.166,16.834,0,0,0,15319782,14204062,2481102848,2779160576,286646272,10644631552
84.830,15.170,0,0,0,13138580,14201720,2480996352,2779267072,286646272,10644709376
84.168,15.832,0,0,0,15320412,15295984,2480885760,2779377664,286646272,10644709376
83.600,16.400,0,0,0,15317952,14204418,2481430528,2778832896,286646272,10644709376
82.600,17.400,0,0,0,13134494,15293048,2481553408,2778710016,286646272,10644631552
83.600,16.400,0,0,0,15315424,14204590,2481901568,2778353664,286654464,10644709376
82.036,17.964,0,0,0,15315298,15294492,2481938432,2778316800,286654464,10644787200
82.200,17.800,0,0,0,14224562,14202680,2481954816,2778300416,286654464,10644709376
82.600,17.400,0,0,0,15316344,14204220,2481618944,2778636288,286654464,10644709376
82.565,17.435,0,0,0,14228100,15294100,2481745920,2778509312,286654464,10644705280
81.836,18.164,0,0,0,14224860,14203670,2482081792,2778165248,286662656,10644709376
84.970,15.030,0,0,0,14225140,14203300,2482114560,2778128384,286662656,10644713472
85.429,14.571,0,0,0,15314918,15296140,2482798592,2777444352,286662656,10644713472
84,16,0,0,0,15311594,15296680,2482532352,2777710592,286662656,10644713472
82.766,17.234,0,0,0,15314084,15295918,2482298880,2777944064,286662656,10644713472
86.028,13.972,0,0,0,15315978,15296446,2482368512,2777866240,286670848,10644713472
83.968,16.032,0,0,0,15317416,16387378,2482659328,2777575424,286670848,10644713472
84.800,15.200,0,0,0,15317554,15294490,2482216960,2778017792,286670848,10644713472
85.629,14.371,0,0,0,15314654,14203956,2482577408,2777657344,286670848,10644713472
82.365,17.635,0,0,0,15316082,15295126,2482044928,2778189824,286670848,10644635648
82.400,17.600,0,0,0,14228110,15294008,2482208768,2778017792,286679040,10644713472
82.400,17.600,0,0,0,14227892,13111734,2483572736,2776653824,286679040,10644713472
82.800,17.200,0,0,0,14230792,15293810,2483220480,2777006080,286679040,10644713472
83,17,0,0,0,14231068,13108962,2483392512,2776834048,286679040,10644713472
81.600,18.400,0,0,0,15327502,15291814,2483482624,2776743936,286679040,10644557824
82.365,17.635,0,0,0,13140598,13107514,2483695616,2776522752,286687232,10644713472
83.234,16.766,0,0,0,15324603,15292288,2483814400,2776403968,286687232,10644713472
80.200,19.800,0,0,0,15321180,15291604,2483089408,2777124864,286687232,10644713472
83.400,16.600,0,0,0,13136288,13107580,2483122176,2777092096,286687232,10644713472
80.400,19.600,0,0,0,15319136,15292354,2483302400,2776911872,286687232,10644791296
78.600,21.400,0,0,0,13137654,13107884,2483322880,2776883200,286695424,10644635648
76.754,23.246,0,0,0,14229784,14200026,2483560448,2776645632,286695424,10644869120
81.038,18.762,0.200,0,0,14243238,14199644,2482823168,2777382912,286695424,10644713472
82.200,17.800,0,0,0,15380382,15291390,2480095232,2780110848,286695424,10644713472
83,17,0,0,0,13205450,13107382,2476658688,2783547392,286695424,10644713472
80.240,19.760,0,0,0,13196548,14198684,2477772800,2782425088,286703616,10644713472
82.200,17.800,0,0,0,15341742,14200854,2478718976,2781478912,286703616,10644713472
82.400,17.600,0,0,0,13137570,13107422,2478755840,2781442048,286703616,10644635648
79,21,0,0,0,15322362,15292314,2478833664,2781364224,286703616,10644635648
78.400,21.600,0,0,0,14230302,14200396,2478637056,2781560832,286703616,10644713472
78.800,21.200,0,0,0,15320076,15291958,2479009792,2781175808,286711808,10644713472
80.800,19.200,0,0,0,15320894,15292180,2478649344,2781536256,286711808,10644635648
79,21,0,0,0,15319730,15292786,2478739456,2781446144,286711808,10644791296
81.600,18.400,0,0,0,14227060,14198984,2479214592,2780971008,286711808,10644635648
78.958,21.042,0,0,0,15319462,15291786,2479595520,2780590080,286711808,10644791296
83.800,16.200,0,0,0,15321365,15291232,2479362048,2780815360,286720000,10644635648
85.230,14.770,0,0,0,15319206,15290944,2479906816,2780270592,286720000,10644713472
86,14,0,0,0,15319616,15292156,2480087040,2780090368,286720000,10644635648
84.569,15.431,0,0,0,14227546,14199050,2479697920,2780479488,286720000,10644713472
83,17,0,0,0,14227516,14199696,2479038464,2781138944,286720000,10644713472
81.437,18.563,0,0,0,14230210,15290642,2479915008,2780254208,286728192,10644713472
80.160,19.840,0,0,0,15322550,14201092,2476015616,2784153600,286728192,10643423232
45.783,54.016,0.201,0,0,2232006,2200472,2269769728,2990399488,286728192,10642481152
50.200,49.800,0,0,0,35762,388,2269708288,2990460928,286728192,10642481152
48,52,0,0,0,32274,388,2269708288,2990460928,286728192,10642481152
49.800,50.200,0,0,0,34634,388,2269790208,2990366720,286740480,10642481152
48.104,51.896,0,0,0,33794,388,2269921280,2990235648,286740480,10642481152
51.503,48.497,0,0,0,33130,472,2270085120,2990071808,286740480,10642481152
47.600,52.400,0,0,0,33356,388,2270248960,2989907968,286740480,10642481152
49.501,50.499,0,0,0,34032,388,2270314496,2989842432,286740480,10642481152
46,54,0,0,0,36498,388,2270371840,2989776896,286748672,10642481152
48.200,51.800,0,0,0,35074,388,2270437376,2989711360,286748672,10642481152
46.600,53.400,0,0,0,35356,430,2270633984,2989514752,286748672,10642481152
48.200,51.800,0,0,0,35536,388,2270695424,2989449216,286748672,10642485248
49.600,50.400,0,0,0,33100,388,2270760960,2989383680,286748672,10642485248
48.400,51.600,0,0,0,32974,388,2270785536,2989350912,286756864,10642485248
48.800,51.200,0,0,0,33226,388,2270818304,2989318144,286756864,10642485248
50.400,49.600,0,0,0,33792,388,2270818304,2989318144,286756864,10642485248
51.600,48.400,0,0,0,33658,388,2270851072,2989285376,286756864,10642485248
46.693,53.307,0,0,0,33324,388,2270916608,2989219840,286756864,10642485248
52.495,47.505,0,0,0,35088,478,2270875648,2989252608,286765056,10642485248
46.400,53.600,0,0,0,32564,838,2270875648,2989252608,286765056,10642485248
16.700,83.300,0,0,0,33858,1818,2309967872,2950156288,286765056,10642771968
65.932,33.467,0.601,0,0,8769768,8742982,2471243776,2788864000,286765056,10644717568
87.400,12.600,0,0,0,15318708,15294466,2476441600,2783666176,286765056,10644566016
85.600,14.400,0,0,0,14226238,14202088,2477035520,2783064064,286773248,10644717568
85.800,14.200,0,0,0,14226746,14201782,2477715456,2782380032,286773248,10644717568
85.600,14.400,0,0,0,14225172,14202286,2478141440,2781954048,286773248,10644721664
83.768,16.232,0,0,0,15644862,15295386,2479157248,2780938240,286773248,10644717568
84.431,15.569,0,0,0,14991538,15294050,2478882816,2781212672,286773248,10644721664
84.800,15.200,0,0,0,16408880,16387282,2479296512,2780798976,286773248,10644713472
85.371,14.629,0,0,0,15317286,15294838,2479407104,2780680192,286781440,10644717568
85.230,14.770,0,0,0,15315218,15295126,2480017408,2780069888,286781440,10644639744
84.600,15.400,0,0,0,14222774,14201890,2480447488,2779639808,286781440,10644643840
83.567,16.433,0,0,0,15316116,15294796,2480316416,2779770880,286781440,10644717568
84.800,15.200,0,0,0,15315966,15294598,2480582656,2779504640,286781440,10644717568
84.830,15.170,0,0,0,15319089,15294706,2480652288,2779435008,286781440,10644717568
86.400,13.600,0,0,0,15320354,15295324,2480132096,2779947008,286789632,10644795392
87.400,12.600,0,0,0,15319878,15295720,2480807936,2779271168,286789632,10644639744
89,11,0,0,0,14227252,14202706,2480513024,2779566080,286789632,10644795392
87.400,12.600,0,0,0,15319256,15294796,2480967680,2779111424,286789632,10644717568
86.774,13.226,0,0,0,15318596,15294994,2480947200,2779131904,286789632,10644717568
87.824,12.176,0,0,0,15317712,15295522,2481524736,2778546176,286797824,10644717568
86.800,13.200,0,0,0,15316912,15295390,2481213440,2778857472,286797824,10644795392
88.200,11.800,0,0,0,15316940,15296422,2481491968,2778578944,286797824,10644639744
87.600,12.400,0,0,0,15317306,15295762,2481401856,2778669056,286797824,10644639744
88.377,11.623,0,0,0,14260782,14203206,2480922624,2779148288,286797824,10644643840
87.849,12.151,0,0,0,14285450,14202814,2481364992,2778697728,286806016,10644717568
85.972,14.028,0,0,0,14293826,14202376,2479366144,2780696576,286806016,10644639744
86.028,13.972,0,0,0,14278778,14202268,2479333376,2780729344,286806016,10644717568
84.200,15.800,0,0,0,14228404,14202742,2479697920,2780364800,286806016,10644717568
85.972,14.028,0,0,0,14229166,14854676,2479894528,2780168192,286806016,10644717568
85.200,14.800,0,0,0,14227616,13549284,2478997504,2781065216,286806016,10644717568
85.800,14.200,0,0,0,14228138,14201848,2479288320,2780766208,286814208,10644717568
85.800,14.200,0,0,0,14227210,14202442,2479198208,2780856320,286814208,10644717568
85.800,14.200,0,0,0,14224802,14201996,2479108096,2780946432,286814208,10644717568
83.800,16.200,0,0,0,14224134,14201082,2479140864,2780913664,286814208,10644639744
84.600,15.400,0,0,0,14224700,14201716,2479341568,2780712960,286814208,10644717568
84.431,15.569,0,0,0,14225958,14201716,2479738880,2780307456,286822400,10644717568
82.329,17.671,0,0,0,15315460,15295456,2480836608,2779209728,286822400,10644717568
81,19,0,0,0,13134564,13110484,2480304128,2779742208,286822400,10644639744
82.036,17.964,0,0,0,14226260,15294404,2481201152,2778845184,286822400,10644791296
81.800,18.200,0,0,0,14224526,13111998,2480787456,2779258880,286822400,10644639744
81,19,0,0,0,13132576,13110154,2480959488,2779086848,286822400,10644869120
82.200,17.800,0,0,0,15317720,15296380,2480717824,2779316224,286830592,10644721664
81.400,18.600,0,0,0,14225798,14202550,2481098752,2778935296,286830592,10644795392
82.600,17.400,0,0,0,14224838,14203012,2482184192,2777849856,286830592,10644647936
81.162,18.838,0,0,0,14225918,14202418,2482171904,2777862144,286830592,10644873216
82.236,17.764,0,0,0,14227322,14203474,2482782208,2777251840,286830592,10644877312
84.600,15.400,0,0,0,15318870,15294796,2482892800,2777133056,286838784,10644721664
87.575,12.425,0,0,0,15317658,15295498,2482794496,2777231360,286838784,10644721664
88,12,0,0,0,14228500,15295130,2482413568,2777612288,286838784,10644721664
87.625,12.375,0,0,0,15317500,14204724,2482925568,2777100288,286838784,10644721664
86.974,13.026,0,0,0,15318448,15296050,2482941952,2777083904,286838784,10644721664
87.800,12.200,0,0,0,15318086,15296050,2482434048,2777583616,286846976,10644721664
86.373,13.627,0,0,0,15318560,15295324,2483146752,2776870912,286846976,10644795392
87.824,12.176,0,0,0,14229248,15295130,2482880512,2777137152,286846976,10644799488
87.600,12.400,0,0,0,15316980,14204394,2482626560,2777391104,286846976,10644721664
88,12,0,0,0,14228770,15293900,2482860032,2777157632,286846976,10644721664
88.400,11.600,0,0,0,15317264,14204052,2483605504,2776403968,286855168,10644721664
87.824,12.176,0,0,0,15317920,15294400,2482741248,2777268224,286855168,10644721664
84.369,15.631,0,0,0,15316424,15294640,2483097600,2776911872,286855168,10644721664
83,17,0,0,0,15315602,15295258,2482708480,2777300992,286855168,10644721664
84.232,15.768,0,0,0,15316310,15295258,2483507200,2776502272,286855168,10644717568
85.571,14.429,0,0,0,14225194,15293348,2483277824,2776723456,286863360,10644643840
85.600,14.400,0,0,0,15315800,15295126,2483458048,2776543232,286863360,10644721664
84,16,0,0,0,15315086,14204194,2483408896,2776592384,286863360,10644721664
85,15,0,0,0,15315311,15294466,2480275456,2779725824,286863360,10644209664
57,42.800,0.200,0,0,6591112,6568502,2270183424,2989817856,286863360,10642489344
46.307,53.693,0,0,0,27764,430,2270334976,2989654016,286875648,10642489344
48,52,0,0,0,25764,520,2270240768,2989748224,286875648,10642489344
47.495,52.505,0,0,0,25798,388,2270273536,2989715456,286875648,10642489344
47.904,52.096,0,0,0,24656,388,2270306304,2989682688,286875648,10642489344
50,50,0,0,0,24296,430,2270306304,2989682688,286875648,10642489344
47.295,52.705,0,0,0,24842,388,2270363648,2989617152,286883840,10642489344
47.600,52.400,0,0,0,26058,388,2270556160,2989424640,286883840,10642489344
50.600,49.400,0,0,0,28209,388,2270654464,2989326336,286883840,10642489344
