#"Dstat 0.7.3 CSV output"
#"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
#"Host:","node0.dpsgd-cluster-4.uwmadison744-f20-pg0.wisc.cloudlab.us",,,,"User:","hemantc"
#"Cmdline:","dstat --cpu --net --mem --output cpsgd.csv 1",,,,"Date:","08 Dec 2020 13:08:51 CST"
#"total cpu usage",,,,,"net/total",,"memory usage",,,
#"usr","sys","idl","wai","stl","recv","send","used","free","buff","cach"
42.857,5.634,51.509,0,0,6547068,6564448,735068160,4169953280,290484224,10985275392
90.600,1.200,8,0,0.200,9961478,10024384,736899072,4168122368,290484224,10985275392
81.325,1.807,16.667,0,0.201,9900046,9973796,736903168,4168118272,290484224,10985275392
90.081,1.619,8.300,0,0,9899030,9960070,736276480,4168728576,290496512,10985275392
86,1.800,12,0,0.200,10163076,9960724,736284672,4168720384,290496512,10985074688
90.818,1.597,7.385,0,0.200,11216946,11541772,736837632,4168167424,290496512,10985275392
88.353,1.205,10.442,0,0,9962850,10024516,735662080,4169342976,290496512,10985074688
90.121,1.210,8.669,0,0,9900746,9973862,735907840,4169097216,290496512,10985271296
88.600,1.200,10,0,0.200,11492332,11552582,737443840,4167561216,290496512,10985082880
89.537,1.207,8.853,0.201,0.201,9953096,10013898,737492992,4167503872,290504704,10985275392
88.400,1,10.600,0,0,9903492,9974102,738185216,4166811648,290504704,10985472000
88.934,1.408,9.658,0,0,11546402,11605576,738004992,4166991872,290504704,10985074688
85.800,1.600,12.400,0,0.200,9901124,9974126,738390016,4166606848,290504704,10985467904
88.800,1.600,9.600,0,0,9900958,9959806,737873920,4167122944,290504704,10985275392
92.757,1.207,6.036,0,0,11480272,11554898,738893824,4166103040,290504704,10985275392
86.056,0.797,12.749,0.199,0.199,9908878,9960634,737742848,4167245824,290512896,10985275392
87.373,1.018,11.609,0,0,9951926,10026106,738058240,4166930432,290512896,10985082880
88.377,1.202,10.421,0,0,9899551,9961918,738660352,4166328320,290512896,10985078784
89.600,1.600,8.600,0,0.200,9897436,9961984,738631680,4166356992,290512896,10985472000
92.385,0.802,6.814,0,0,10162288,10225202,737943552,4167045120,290512896,10985082880
88.259,1.012,10.729,0,0,11216570,11279274,738705408,4166283264,290512896,10985472000
89.022,1.198,9.581,0,0.200,9962720,10038308,738050048,4166930432,290521088,10985472000
85.859,1.212,12.929,0,0,9900872,9960136,738762752,4166217728,290521088,10985472000
85.051,2.222,12.525,0,0.202,11483462,11543080,738004992,4166975488,290521088,10985275392
86.492,1.613,11.895,0,0,9966088,10023004,737849344,4167131136,290521088,10985074688
83.265,1.224,15.306,0,0.204,9900958,9973400,737226752,4167753728,290521088,10985078784
89.379,1.002,9.619,0,0,9900292,9959836,737927168,4167053312,290521088,10985275392
87.500,1.613,10.887,0,0,9900244,9959872,738611200,4166361088,290529280,10985267200
89.579,1.403,8.818,0,0.200,11479970,11543872,738529280,4166443008,290529280,10985275392
84.569,1.002,14.429,0,0,9940966,10008520,738328576,4166643712,290529280,10985275392
88.755,1.004,10.241,0,0,9922206,9976306,739397632,4165574656,290529280,10985271296
92.048,1.193,6.561,0,0.199,9900180,9974900,738295808,4166676480,290529280,10985078784
90.816,1.020,8.163,0,0,9900434,9961192,738295808,4166676480,290529280,10985275392
90.581,1.603,7.816,0,0,9902428,9961126,738484224,4166479872,290537472,10985275392
89.264,1.789,8.748,0,0.199,11482536,11544274,738938880,4166025216,290537472,10985275392
90.927,0.806,8.266,0,0,9965510,10037606,737742848,4167221248,290537472,10985275392
83.468,1.008,15.524,0,0,9901278,9960928,738443264,4166520832,290537472,10985472000
91.751,1.207,6.841,0,0.201,11481084,11544112,738963456,4166000640,290537472,10985078784
88.911,1.210,9.879,0,0,9962540,10037744,738828288,4166135808,290537472,10985275392
89.558,1.807,8.434,0,0.201,9899866,9960928,738459648,4166496256,290545664,10985275392
87.550,0.803,11.647,0,0,11545276,11620424,737992704,4166963200,290545664,10985275392
91.968,1.205,6.827,0,0,9898574,9959584,739037184,4165918720,290545664,10985082880
87.751,1.205,10.843,0,0.201,11542204,11606500,738033664,4166918144,290545664,10985078784
87.600,1.600,10.800,0,0,9899520,9973994,738643968,4166307840,290545664,10985476096
93.014,1.597,5.190,0,0.200,10162712,10225334,737837056,4167114752,290545664,10985082880
80.522,1.606,17.871,0,0,10692610,10750180,738238464,4166705152,290553856,10985082880
87.247,1.215,11.336,0,0.202,10428302,10486524,737886208,4167057408,290553856,10985279488
85.282,0.806,13.911,0,0,9963676,10037606,737816576,4167127040,290553856,10985082880
90.982,1.202,7.816,0,0,9901098,9962578,738869248,4166074368,290553856,10985279488
84.538,1.406,13.855,0,0.201,9902430,9961588,738521088,4166422528,290553856,10985279488
92.944,1.210,5.847,0,0,11484774,11544208,738959360,4165984256,290553856,10985476096
89.157,1.205,9.237,0.201,0.201,9965896,10024804,738742272,4166193152,290562048,10985078784
91.165,1.004,7.831,0,0,9902284,9961324,738578432,4166356992,290562048,10985078784
86.345,1.004,12.651,0,0,9902608,9973046,739422208,4165513216,290562048,10985279488
87.625,0.998,11.178,0,0.200,9900484,9959896,738398208,4166537216,290562048,10985279488
90.121,1.008,8.871,0,0,11545744,11614578,738684928,4166250496,290562048,10985291776
89.960,1.606,8.233,0,0.201,9902738,9966912,738422784,4166512640,290562048,10985279488
91.583,1.804,6.613,0,0,9903132,9961168,738729984,4166197248,290570240,10985279488
86.948,1.606,11.446,0,0,9902631,9961456,738652160,4166275072,290570240,10985283584
85.972,1.804,12.224,0,0,9901384,9960730,737964032,4166963200,290570240,10985279488
92.944,1.815,5.040,0,0.202,11533938,11597226,738598912,4166328320,290570240,10985279488
91.278,1.217,7.505,0,0,9910996,9985422,738603008,4166324224,290570240,10985476096
72.490,5.422,21.888,0,0.201,9900348,9946582,599998464,4304928768,290570240,10983325696
50.913,14.199,34.686,0.203,0,30986,14156,637841408,4267073536,290582528,10985476096
95.372,1.408,3.219,0,0,33600,298,638001152,4266913792,290582528,10985062400
94.141,2.020,3.636,0,0.202,34204,388,639004672,4265910272,290582528,10985476096
94.106,2.642,3.252,0,0,32024,388,638410752,4266504192,290582528,10985279488
95.181,1.606,3.213,0,0,29858,388,638775296,4266139648,290582528,10984886272
95.391,1.403,3.206,0,0,29486,388,639062016,4265844736,290590720,10985275392
94.790,1.804,3.206,0,0.200,28468,388,639197184,4265709568,290590720,10985275392
95.142,1.822,3.036,0,0,28804,388,638713856,4266192896,290590720,10985279488
95.335,1.826,2.840,0,0,31860,388,639922176,4264984576,290590720,10985439232
94.389,2.004,3.407,0,0.200,30130,388,639852544,4265054208,290590720,10985250816
94.094,2.240,3.666,0,0,29574,388,639995904,4264910848,290590720,10985070592
95.171,1.610,3.219,0,0,29716,298,640184320,4264714240,290598912,10985246720
94.779,2.008,3.213,0,0,29730,402,640507904,4264390656,290598912,10984316928
24.900,29.283,45.618,0,0.199,1676998,1662594,715669504,4189229056,290598912,10985279488
82.294,4.427,13.280,0,0,9904285,9947244,740970496,4163928064,290598912,10985279488
91.165,1.406,7.430,0,0,9903998,9974366,742002688,4162895872,290598912,10985279488
89.940,0.805,9.256,0,0,9900332,9959584,741507072,4163407872,290598912,10985086976
91.036,1.195,7.570,0,0.199,9900664,9960004,740855808,4164046848,290611200,10985279488
89.271,1.012,9.514,0,0.202,11544824,11605882,740261888,4164640768,290611200,10985275392
85.484,1.613,12.903,0,0,9902128,9959542,740089856,4164812800,290611200,10985078784
88.531,1.207,10.262,0,0,9901160,9973862,740163584,4164739072,290611200,10985467904
88.048,0.797,10.956,0,0.199,9902548,10222666,740286464,4164616192,290611200,10985283584
87.449,1.619,10.931,0,0,11545466,11344462,740294656,4164608000,290611200,10985279488
86.546,1.807,11.446,0,0.201,9903151,9973772,740442112,4164452352,290619392,10985082880
90.891,1.215,7.895,0,0,9903438,9958618,740601856,4164292608,290619392,10985476096
89.537,1.408,9.054,0,0,11548568,11604364,739639296,4165255168,290619392,10984886272
86.454,2.191,11.155,0,0.199,9902764,9973508,740421632,4164472832,290619392,10985476096
89.940,1.207,8.853,0,0,9904282,9959806,740257792,4164636672,290619392,10985279488
86.373,1.202,12.224,0,0.200,9902612,9959014,740147200,4164747264,290619392,10985279488
84.739,1.406,13.855,0,0,9901840,9959674,741343232,4163538944,290627584,10985283584
88.462,1.619,9.717,0,0.202,10166264,10223942,739774464,4165107712,290627584,10985283584
87.928,1.408,10.664,0,0,11285156,11340228,740188160,4164694016,290627584,10985082880
88.377,2.004,9.619,0,0,9903818,9975050,740319232,4164562944,290627584,10985476096
89.379,1.002,9.419,0,0.200,9902926,9958816,740909056,4163973120,290627584,10985287680
86.600,1,12.400,0,0,9901698,9960922,740978688,4163903488,290627584,10985283584
86.345,1.205,12.450,0,0,11545878,11606374,741347328,4163526656,290635776,10985082880
87.097,1.008,11.895,0,0,9898972,9974456,740134912,4164739072,290635776,10985283584
90.400,1.800,7.600,0,0.200,9965278,9959116,740069376,4164804608,290635776,10985287680
89.400,1.200,9.400,0,0,11415568,11542498,740352000,4164521984,290635776,10985480192
90.505,1.414,7.879,0,0.202,9961130,10024672,739844096,4165029888,290635776,10985283584
89.421,1.397,9.182,0,0,9900660,9974945,740102144,4164771840,290635776,10985086976
88.956,1.205,9.839,0,0,9902512,9960466,739934208,4164931584,290643968,10985283584
92.184,1.202,6.613,0,0,9900794,9960400,740229120,4164636672,290643968,10985287680
90.283,1.215,8.300,0,0.202,10691986,10751956,740827136,4164038656,290643968,10985676800
84.507,1.006,14.487,0,0,10692786,10750738,740450304,4164415488,290643968,10985086976
89.697,0.808,9.293,0,0.202,9962968,10023286,740179968,4164685824,290643968,10985082880
87.879,1.212,10.909,0,0,9898924,9974300,740728832,4164136960,290643968,10985283584
84.538,1.205,14.056,0,0.201,9898742,9960268,740347904,4164509696,290652160,10985484288
89.249,1.420,9.331,0,0,11544368,11619038,740282368,4164575232,290652160,10985283584
86.089,0.806,13.105,0,0,9898162,9960226,740757504,4164100096,290652160,10985283584
91.583,1.202,7.014,0,0.200,11542704,11606764,740892672,4163964928,290652160,10985283584
87.903,0.806,11.290,0,0,9901040,9972740,739917824,4164939776,290652160,10985283584
87.525,1.207,11.066,0,0.201,10160992,9959866,740143104,4164714496,290652160,10985480192
87.247,1.012,11.538,0,0.202,11227442,11542558,740687872,4164161536,290660352,10985283584
88.200,1.600,10.200,0,0,9951630,10036400,739856384,4164993024,290660352,10985086976
88.259,1.417,10.324,0,0,9899808,9959782,740552704,4164296704,290660352,10985476096
93.788,1.202,4.810,0,0.200,11480486,11542072,741126144,4163723264,290660352,10985480192
90.342,1.006,8.652,0,0,9963062,10037144,740790272,4164059136,290660352,10985283584
90.361,1.205,8.233,0,0.201,9980812,9960268,738394112,4166455296,290660352,10985480192
89.022,0.599,9.780,0.599,0,11624446,11553110,737398784,4167442432,290668544,10985086976
89.558,0.803,9.639,0,0,9951688,10026568,738000896,4166840320,290668544,10985283584
91.348,1.207,7.445,0,0,9896670,9960268,737894400,4166946816,290668544,10984890368
88.270,1.392,10.139,0,0.199,11476618,11542756,738578432,4166262784,290668544,10985283584
90.782,1.403,7.816,0,0,9959040,10023682,738516992,4166324224,290668544,10985082880
86.653,0.996,12.151,0,0.199,9900964,9973796,738816000,4166025216,290668544,10985283584
86.573,1.002,12.425,0,0,9897952,9960004,739119104,4165713920,290676736,10985480192
87.830,1.217,10.953,0,0,11534398,11596008,738852864,4165980160,290676736,10985283584
84.615,1.417,13.765,0,0.202,9911780,9984504,739745792,4165087232,290676736,10985480192
87.097,1.411,11.492,0,0,9902232,9959386,739999744,4164833280,290676736,10985472000
88.306,1.411,10.081,0,0.202,9899562,9960598,739614720,4165218304,290676736,10985086976
89.286,1.190,9.524,0,0,11481060,11542096,739975168,4164857856,290676736,10985283584
90.543,1.006,8.451,0,0,9959858,10022866,738934784,4165890048,290684928,10985082880
88.353,1.606,10.040,0,0,9843825,9897748,739487744,4165337088,290684928,10985283584
85.030,1.597,13.174,0,0.200,9950018,10038116,739930112,4164894720,290684928,10985086976
85.223,1.012,13.765,0,0,9898797,9960244,739389440,4165435392,290684928,10985086976
89.336,1.006,9.658,0,0,11480432,11541832,738643968,4166180864,290684928,10984534016
34.269,17.034,48.497,0,0.200,3382312,3397046,638414848,4266409984,290684928,10985279488
94.433,2.386,3.181,0,0,30878,388,639385600,4265418752,290697216,10985082880
94.534,1.417,3.846,0,0.202,29062,478,639709184,4265095168,290697216,10985287680
94.456,1.232,4.312,0,0,30396,748,639324160,4265480192,290697216,10985287680
93.814,1.856,4.124,0,0.206,30158,298,639836160,4264968192,290697216,10985287680
94.343,2.424,3.232,0,0,28438,388,638910464,4265893888,290697216,10984890368
95.161,1.815,3.024,0,0,28512,388,639807488,4264988672,290705408,10985287680
95.181,1.807,3.012,0,0,27190,388,639688704,4265107456,290705408,10985283584
94.769,1.610,3.622,0,0,27492,388,640307200,4264488960,290705408,10985082880
94.355,2.016,3.427,0,0.202,27876,388,639930368,4264865792,290705408,10984886272
94.929,1.420,3.651,0,0,29146,388,640294912,4264501248,290705408,10985267200
95.052,1.856,3.093,0,0,30378,388,640933888,4263854080,290713600,10985086976
95.171,1.207,3.622,0,0,29116,388,641208320,4263579648,290713600,10985250816
35.471,20.641,43.687,0,0.200,31160,608,657715200,4247068672,290713600,10985099264
78.529,12.724,8.748,0,0,8258186,8301894,735498240,4169289728,290713600,10985287680
90.964,0.803,8.233,0,0,9900548,9961060,736514048,4168273920,290713600,10985091072
86.627,1.796,11.377,0,0.200,11484096,11542954,736604160,4168171520,290725888,10985091072
80.847,2.016,17.137,0,0,9912542,9960262,735825920,4168949760,290725888,10985287680
86.327,1.020,12.449,0,0.204,9955606,10035476,734883840,4169891840,290725888,10984890368
87.400,1.800,10.800,0,0,9902560,9961258,734896128,4169879552,290725888,10985287680
85.598,1.623,12.779,0,0,9902426,9960796,735207424,4169568256,290725888,10985283584
89.178,1.202,9.218,0,0.401,11547749,11620876,736071680,4168704000,290725888,10985287680
86.747,1.004,12.249,0,0,9901868,9961192,735141888,4169625600,290734080,10985095168
90.744,1.006,8.048,0,0.201,10164980,10224740,735813632,4168953856,290734080,10985291776
88.623,1.597,9.780,0,0,11282294,11355028,736063488,4168704000,290734080,10985283584
81.727,1.807,16.265,0,0.201,9902188,9959278,734601216,4170166272,290734080,10985287680
90.964,1.205,7.831,0,0,9901150,10223954,735010816,4169756672,290734080,10985287680
91.532,1.210,7.258,0,0,11545038,11357068,735825920,4168941568,290734080,10985480192
87.349,1.606,10.843,0,0.201,9901012,9960862,734846976,4169912320,290742272,10985095168
92.153,0.805,7.042,0,0,9900540,9959608,734937088,4169822208,290742272,10985480192
84.476,1.008,14.516,0,0,9900102,10223624,734400512,4170358784,290742272,10985287680
